"IGDB","Metacritic","IGDB Users","Metacritic Users","Steam Users","GameFAQs"
1,0.759803185397534,0.496501702513771,0.440419993566285,0.500414649794019,0.444575155766758
0.759803185397534,1,0.595604777358457,0.555506710814337,0.595757699267149,0.531524208214014
0.496501702513771,0.595604777358457,1,0.484790174417832,0.61207625348781,0.47332609093919
0.440419993566285,0.555506710814337,0.484790174417832,1,0.63781755653189,0.543374356341828
0.500414649794019,0.595757699267149,0.61207625348781,0.63781755653189,1,0.506434051696448
0.444575155766758,0.531524208214014,0.47332609093919,0.543374356341828,0.506434051696448,1
