"source1","source2","coef","max","min","cor","sources"
"igdb_uscore","meta_uscore",0.443855353550471,0.467664310417904,0.420046396683038,0.465972115829156,"igdb_uscore, meta_uscore"
"igdb_uscore","store_uscore",0.539648624934108,0.54981747035775,0.529479779510466,0.695349738593574,"igdb_uscore, store_uscore"
"igdb_uscore","grnk_score",0.465403449346217,0.491196026131875,0.439610872560558,0.479877519616136,"igdb_uscore, grnk_score"
"meta_uscore","store_uscore",0.524770159239216,0.544171385708954,0.505368932769479,0.581864714520468,"meta_uscore, store_uscore"
"meta_uscore","grnk_score",0.540825815438593,0.570277772393013,0.511373858484173,0.521664978086843,"meta_uscore, grnk_score"
"store_uscore","grnk_score",0.544778564250093,0.572690625106843,0.516866503393343,0.482877177341847,"store_uscore, grnk_score"
